,NumDots,PathLevel,NumDash,NumDashInHostname,HostnameLength,NumSensitiveWords,PctExtHyperlinks,InsecureForms,PctNullSelfRedirectHyperlinks,FrequentDomainNameMismatch,SubmitInfoToEmail,IframeOrFrame,UrlLengthRT,AbnormalExtFormActionR,PctExtNullSelfRedirectHyperlinksRT,CLASS_LABEL
2759,3,9,0,0,6,0,0.8571428571,1,0.0,1,0,1,-1,1,-1,1
8294,3,2,3,0,14,0,0.0,1,0.0,0,0,0,0,1,1,0
1586,2,3,1,0,14,0,0.0,1,1.0,0,0,0,1,1,-1,1
6666,3,2,0,0,15,0,0.0776699029,1,0.0,0,0,1,-1,-1,1,0
8014,2,4,4,0,14,0,0.0934065934,0,0.0054945055,0,0,0,0,1,1,0
1074,2,3,0,0,23,0,0.0,1,0.0,0,0,0,1,1,1,1
3063,3,3,0,0,14,0,0.0,0,0.0,0,0,1,0,1,1,1
6487,1,3,2,0,17,0,0.0020308692,0,0.0,0,0,1,0,1,1,0
4705,3,8,2,0,25,0,0.875,1,0.125,1,0,0,-1,0,-1,1
9069,2,5,0,0,15,0,0.7868852459,0,0.0,0,1,0,0,1,-1,0
2603,4,2,0,0,10,0,0.8571428571,1,0.0,1,0,1,0,1,-1,1
7738,3,3,0,0,14,0,0.0695187166,1,0.0213903743,0,0,1,0,1,1,0
1579,2,1,0,0,17,0,1.0,1,0.0,1,0,1,1,0,-1,1
5058,2,0,0,0,16,0,0.104,1,0.008,0,0,1,1,1,1,0
5753,1,2,9,0,7,0,0.2287581699,1,0.0718954248,0,1,1,-1,1,1,0
3548,1,3,1,0,17,0,0.0,1,0.7272727273,0,0,0,1,-1,-1,1
409,2,5,1,0,25,0,0.0,1,1.0,0,0,0,0,1,-1,1
4097,2,4,0,0,21,1,0.9722222222,1,0.0277777778,0,0,1,0,1,-1,1
6461,2,4,8,0,19,0,0.2074074074,1,0.0148148148,0,0,1,-1,1,1,0
5601,8,4,1,0,17,0,0.0013274336,0,0.0,0,1,1,-1,1,1,0
5231,2,3,12,0,20,0,0.1727272727,0,0.0363636364,0,0,1,-1,1,1,0
3777,3,4,0,0,29,0,0.0,1,0.0,0,0,0,0,1,1,1
2726,2,6,1,0,14,0,0.0,1,1.0,0,0,0,0,1,-1,1
477,3,3,0,0,14,0,0.0,1,1.0,0,0,0,1,1,-1,1
1329,2,3,0,0,19,0,0.0,1,1.0,1,0,1,1,1,-1,1
4035,2,2,0,0,17,1,1.0,1,0.0,1,0,0,1,1,-1,1
9642,3,1,0,0,26,0,0.0821917808,0,0.0,0,1,0,0,1,1,0
1777,2,3,0,0,18,0,0.0,1,1.0,0,0,1,1,1,-1,1
6096,2,4,4,1,24,0,0.1043956044,0,0.0164835165,0,1,1,-1,1,1,0
751,4,5,0,0,16,1,0.8333333333,1,0.0,0,0,1,-1,1,-1,1
5792,3,3,3,0,21,0,0.5551724138,1,0.0,0,0,1,-1,0,0,0
4060,3,5,0,0,18,0,0.0,1,0.0,0,0,0,-1,1,1,1
9041,1,3,1,0,19,0,0.1699164345,1,0.0306406685,0,0,1,1,1,1,0
6030,2,1,3,0,19,0,0.0789473684,0,0.0263157895,0,0,0,0,1,1,0
5898,2,2,7,0,18,0,0.1272727273,1,0.0,0,0,0,-1,1,1,0
9338,2,1,0,0,19,0,0.359375,1,0.046875,0,1,0,1,0,0,0
9160,3,1,0,0,17,0,0.015625,1,0.0,0,0,0,1,1,1,0
9996,2,4,1,0,19,0,0.1612903226,1,0.1290322581,0,0,1,0,1,1,0
5151,2,4,0,0,14,0,0.0340136054,1,0.0136054422,0,0,0,0,0,1,0
468,1,4,1,0,13,0,0.0,1,0.0,0,0,0,-1,1,1,1
1545,3,3,1,0,20,0,0.0,1,1.0,0,0,0,0,1,-1,1
6311,2,1,6,0,12,0,0.5112781955,0,0.0,0,0,1,0,1,0,0
2683,2,3,0,0,16,1,0.8888888889,1,0.1111111111,0,0,0,1,1,-1,1
8966,2,2,2,2,36,0,0.0,0,0.0076335878,0,0,0,1,1,1,0
6181,1,4,13,0,16,0,0.1034482759,1,0.0862068966,0,1,1,-1,1,1,0
1025,1,4,0,0,10,1,0.0,1,0.0,0,0,0,1,1,1,1
5112,3,1,0,0,21,0,0.4,0,0.0,0,0,1,0,1,0,0
8562,1,1,0,0,24,0,0.1219512195,1,0.1463414634,0,1,0,1,1,1,0
5368,2,4,2,0,22,0,0.1225,1,0.025,0,1,1,0,1,1,0
2354,5,4,1,0,16,0,0.9230769231,1,0.0,1,0,0,0,1,-1,1
7278,1,4,7,0,18,0,0.2098765432,1,0.049382716,0,0,0,-1,1,1,0
3602,3,4,5,4,57,0,0.0555555556,1,0.9444444444,0,0,1,-1,1,-1,1
773,4,2,0,0,25,0,0.0,1,1.0,1,0,1,0,1,-1,1
6773,2,5,5,0,17,0,0.3198924731,1,0.0161290323,0,0,1,0,1,0,0
8809,2,2,0,0,13,0,0.0,1,0.0094339623,0,0,1,1,1,1,0
3382,3,1,0,0,18,1,0.0,1,1.0,0,0,0,1,1,-1,1
641,3,3,0,0,17,1,0.0,1,0.0,0,0,0,-1,1,1,1
4233,3,4,0,0,19,0,0.0,1,0.0,0,0,0,0,1,1,1
3815,3,3,1,0,22,0,1.0,1,0.0,1,0,1,0,0,-1,1
4104,2,3,0,0,22,0,0.0,1,1.0,0,0,1,1,1,-1,1
9925,2,0,0,0,26,0,0.0332103321,1,0.0479704797,0,0,0,1,1,1,0
1108,3,2,0,0,14,0,0.7435897436,1,0.0,1,0,0,1,1,-1,1
3527,3,2,3,0,26,0,0.0,1,0.0,0,0,0,0,1,1,1
3495,2,3,0,0,16,0,0.0,1,0.0,0,0,0,1,1,1,1
1420,3,3,2,1,20,0,1.0,1,0.0,1,0,1,1,0,-1,1
6923,1,4,15,0,24,0,0.2307692308,1,0.0256410256,0,1,1,-1,0,1,0
3881,2,10,0,0,13,1,0.0,1,0.0,0,0,0,-1,1,1,1
8353,2,5,0,0,18,0,0.0736434109,1,0.0,0,0,1,1,1,1,0
6245,2,3,7,0,22,0,0.1555555556,1,0.0,0,0,1,-1,1,1,0
4938,3,1,0,0,22,0,0.0,0,0.0,1,0,0,1,1,1,1
6798,2,3,7,0,17,0,0.0680147059,1,0.0165441176,0,1,0,-1,-1,1,0
7812,2,4,0,0,21,0,0.0,1,0.1428571429,0,1,0,-1,1,1,0
1680,2,4,0,0,23,0,0.0,0,0.0,0,0,0,-1,1,1,1
6715,1,5,11,0,17,0,0.1944444444,1,0.0416666667,0,0,1,-1,0,1,0
633,1,3,0,0,23,0,0.0,1,0.0,0,0,0,1,1,1,1
2569,3,3,0,0,21,0,0.0,1,0.0,0,0,1,0,1,1,1
7359,3,5,8,0,37,0,0.1864951768,1,0.1736334405,0,0,1,-1,0,0,0
2166,2,3,0,0,15,1,0.0,1,0.0,1,0,0,0,1,1,1
8169,1,5,1,0,14,0,0.1860465116,0,0.0,0,1,0,0,1,1,0
8845,1,2,0,0,11,0,0.1014492754,1,0.0289855072,0,1,0,1,1,1,0
2825,2,3,0,0,18,0,0.0,1,0.0,0,0,0,1,1,1,1
4087,5,3,0,0,21,0,0.0,1,0.0,0,0,0,0,1,1,1
6243,3,3,0,0,18,0,0.0,0,0.0,0,1,0,0,1,1,0
8364,2,3,1,0,18,0,0.5153846154,0,0.0,0,0,1,1,0,0,0
3941,2,3,0,0,13,0,0.0,1,0.0,0,0,0,1,1,1,1
9179,3,1,2,0,11,0,0.0102669405,0,0.0,0,0,0,1,1,1,0
8075,1,5,3,0,17,0,0.449339207,1,0.0264317181,0,0,1,0,1,0,0
9195,2,3,1,0,19,0,0.075862069,1,0.0068965517,0,0,0,1,1,1,0
4128,4,4,0,0,14,0,0.8666666667,1,0.0,1,0,0,0,1,-1,1
1172,2,5,0,0,14,1,0.0405405405,1,0.0810810811,0,0,0,-1,0,1,1
8668,1,2,1,0,13,0,0.2352941176,1,0.0588235294,0,0,0,1,0,1,0
4222,3,4,2,0,16,0,0.0,1,0.0,0,0,0,0,1,1,1
4834,3,3,0,0,16,0,0.9230769231,1,0.0,1,0,0,1,1,-1,1
2576,3,3,0,0,16,0,1.0,1,0.0,1,0,0,1,1,-1,1
1989,3,3,0,0,19,0,0.0,1,0.0,1,0,0,1,1,1,1
6973,2,3,5,1,27,0,0.3571428571,1,0.25,0,0,0,0,1,0,0
5836,1,2,7,0,13,0,0.4025974026,1,0.1298701299,0,1,0,-1,0,0,0
4532,11,4,0,0,26,1,0.9444444444,1,0.0,1,0,1,-1,1,-1,1
3209,3,5,1,0,13,0,0.9726775956,1,0.0,1,0,0,0,0,-1,1
3855,3,5,0,0,19,0,0.9090909091,1,0.0909090909,0,0,1,0,1,-1,1
2628,2,2,0,0,17,0,0.0,1,0.0,1,0,0,1,1,1,1
7803,3,2,4,0,24,0,0.0,1,0.0206896552,0,0,0,0,1,1,0
1410,3,3,2,1,20,0,1.0,1,0.0,1,0,1,0,0,-1,1
8257,1,3,3,0,18,0,0.5227272727,1,0.0227272727,0,0,0,0,1,0,0
7386,2,6,0,0,12,0,0.0843373494,1,0.1204819277,0,1,0,0,1,1,0
4303,4,6,1,0,21,0,0.0,1,0.0,0,0,0,-1,1,1,1
6750,2,4,7,0,12,0,0.0408653846,1,0.0024038462,0,1,0,0,1,1,0
6555,2,2,1,0,19,0,0.0952380952,1,0.0,0,1,1,-1,0,1,0
815,3,2,0,0,15,0,1.0,1,0.0,1,0,0,1,1,-1,1
2404,2,3,0,0,11,0,0.0,1,0.0,0,0,0,1,1,1,1
5397,3,1,0,0,17,0,0.0172413793,1,0.0,0,0,0,-1,1,1,0
9956,3,1,0,0,25,0,0.0857142857,1,0.0,0,0,0,1,1,1,0
2131,3,4,1,0,21,0,0.0,1,0.0,0,0,0,0,1,1,1
1797,3,2,0,0,22,1,0.9861111111,1,0.0,1,0,0,1,1,-1,1
3090,3,6,3,0,22,0,0.0,0,0.0,0,0,1,-1,1,1,1
4184,3,2,1,1,43,1,0.0,1,0.0,0,0,0,0,1,1,1
4564,3,2,1,0,13,0,1.0,1,0.0,1,0,0,1,1,-1,1
5030,3,2,1,0,17,0,0.460106383,1,0.0079787234,0,0,0,1,1,0,0
8048,2,4,0,0,11,0,0.0905511811,1,0.0078740157,0,0,0,0,1,1,0
122,2,4,2,2,17,0,0.0072992701,1,0.9343065693,0,0,1,1,1,-1,1
179,3,2,0,0,15,0,0.8888888889,1,0.0,1,0,0,1,1,-1,1
9250,3,3,0,0,23,0,0.023255814,1,0.023255814,0,1,1,1,1,1,0
8095,2,2,0,0,18,0,0.0178571429,1,0.0,0,0,1,-1,1,1,0
6429,1,3,8,0,17,0,0.1428571429,1,0.0510204082,0,0,1,-1,1,1,0
9737,2,2,0,0,20,0,0.1294117647,1,0.0235294118,0,0,1,1,-1,1,0
4992,3,8,4,3,30,1,0.0,1,1.0,0,0,0,-1,1,-1,1
1157,6,5,0,0,6,1,0.25,1,0.25,1,0,1,1,1,0,1
9003,2,2,0,0,19,0,0.0057636888,1,0.0,0,0,0,0,1,1,0
1532,1,4,1,0,13,0,0.0,1,0.0,0,0,0,-1,1,1,1
8992,1,3,0,0,13,0,0.05,1,0.0090909091,0,0,0,1,1,1,0
7859,1,5,7,0,22,0,0.3584415584,1,0.0025974026,0,1,1,-1,0,0,0
9110,1,3,0,0,8,0,0.2957746479,1,0.0,0,1,0,1,1,1,0
1535,2,0,2,2,47,0,0.0,1,0.0,0,0,0,0,1,1,1
9259,2,2,3,2,28,0,0.1086956522,0,0.0434782609,0,0,0,1,1,1,0
5517,2,1,0,0,13,0,0.4750402576,0,0.0,0,1,0,0,1,0,0
2605,2,3,0,0,12,0,0.0,1,0.0,0,0,0,1,1,1,1
6127,4,2,0,0,23,0,0.0549019608,1,0.0,0,1,1,0,1,1,0
9141,1,3,3,0,8,0,0.096,1,0.008,0,1,0,1,1,1,0
7458,2,5,1,0,18,0,0.1666666667,0,0.0291666667,0,0,0,0,1,1,0
2177,2,2,0,0,15,0,0.0,1,0.0,0,0,0,1,1,1,1
7990,2,4,0,0,21,0,0.0733333333,1,0.0,0,1,0,0,1,1,0
2351,3,5,0,0,17,0,0.0,1,0.0,0,0,0,0,1,1,1
9177,2,2,0,0,16,0,0.0243902439,0,0.0243902439,0,0,1,1,0,1,0
3502,2,4,0,0,26,0,0.5,1,0.5,0,0,1,0,1,-1,1
2134,2,5,0,0,15,1,0.0,1,0.0,0,0,0,-1,1,1,1
1480,4,4,1,0,27,0,1.0,1,0.0,1,0,0,0,1,-1,1
2793,3,4,0,0,22,0,0.0,1,0.0,1,0,0,0,1,1,1
4843,3,3,1,0,21,0,0.9230769231,1,0.0,1,0,0,1,1,-1,1
9780,2,2,0,0,12,1,0.0902255639,1,0.007518797,0,0,1,1,1,1,0
9934,2,4,0,0,13,0,0.0666666667,1,0.3066666667,0,0,0,1,-1,0,0
4762,4,7,0,0,20,0,0.0,1,0.0,0,0,0,-1,1,1,1
7191,1,5,2,0,15,0,0.1288343558,1,0.0,0,0,1,-1,1,1,0
6041,3,3,8,0,24,0,0.0384615385,1,0.0,0,0,0,-1,1,1,0
9636,3,3,0,0,13,0,0.1203703704,1,0.0185185185,0,0,1,1,1,1,0
3445,3,3,5,3,47,0,0.0,1,0.0,0,0,0,-1,1,1,1
8149,2,5,10,0,18,0,0.1,1,0.0,0,0,0,-1,1,1,0
7765,1,4,0,0,25,0,0.0711462451,1,0.0,0,0,0,-1,1,1,0
3620,3,1,0,0,14,1,0.0,1,1.0,0,0,0,1,1,-1,1
1952,1,2,0,0,12,0,1.0,1,0.0,0,0,1,1,1,-1,1
555,5,1,0,0,19,0,0.0,1,0.0,1,0,0,1,1,1,1
4264,1,2,0,0,16,0,0.2587412587,1,0.0,0,0,0,0,1,1,1
1163,2,2,0,0,15,0,1.0,1,0.0,1,0,0,1,1,-1,1
1584,1,2,0,0,28,0,1.0,1,0.0,1,0,0,1,1,-1,1
6151,1,2,8,0,13,0,0.201754386,1,0.0877192982,0,0,1,-1,1,1,0
9720,2,2,1,0,10,0,0.05,1,0.1888888889,0,0,0,1,-1,1,0
5837,1,5,5,0,18,0,0.1481481481,1,0.1851851852,0,0,1,0,1,0,0
5261,3,2,0,0,14,0,0.0029364656,0,0.0,0,0,0,-1,1,1,0
5239,1,4,12,0,13,0,0.5630252101,0,0.0504201681,0,0,0,-1,1,0,0
7913,3,2,11,0,18,0,0.9820143885,1,0.0,1,0,0,-1,0,-1,0
9162,2,3,0,0,15,0,0.137254902,1,0.0,0,0,1,1,1,1,0
1598,2,4,0,0,14,0,0.0,1,0.0,0,0,0,1,1,1,1
7182,1,2,0,0,18,1,0.0533333333,1,0.0,0,1,0,0,0,1,0
300,3,8,1,1,16,0,1.0,1,0.0,0,0,1,0,1,-1,1
9660,2,5,2,0,18,0,0.012605042,0,0.0021008403,0,0,0,0,1,1,0
6947,2,5,9,0,12,0,0.3150684932,1,0.0136986301,0,0,1,-1,1,0,0
3794,3,3,0,0,22,0,0.0,1,0.0,0,0,0,1,1,1,1
4572,3,5,0,0,15,0,0.0,1,0.0,0,0,0,0,1,1,1
4335,3,3,0,0,15,0,0.0,1,0.0,0,0,0,1,1,1,1
2858,2,5,1,0,16,0,0.0,1,1.0,0,0,0,0,1,-1,1
5694,1,1,6,0,14,0,0.0384615385,1,0.0,0,0,0,0,1,1,0
3142,3,3,0,0,23,0,1.0,1,0.0,1,0,0,1,1,-1,1
1359,1,7,3,0,16,0,0.0,1,1.0,0,0,0,-1,1,-1,1
4533,2,2,3,0,22,0,0.0,1,0.0,0,0,0,0,1,1,1
9749,2,2,0,0,12,0,0.0482758621,1,0.0896551724,0,0,0,1,1,1,0
5687,3,2,5,0,20,0,1.0,0,0.0,1,0,0,0,1,-1,0
486,4,3,0,0,12,0,0.375,1,0.0,1,0,0,-1,1,0,1
7836,3,3,6,0,31,0,0.2987012987,1,0.025974026,0,1,1,-1,1,0,0
9554,2,4,0,0,18,0,0.0080645161,1,0.0403225806,0,0,1,0,1,1,0
5900,1,2,4,0,26,0,0.7731092437,1,0.0,1,0,1,-1,1,-1,0
8116,2,2,2,0,17,0,0.0444444444,1,0.0,0,0,0,0,1,1,0
7362,1,4,1,0,18,0,0.0381679389,1,0.0152671756,0,1,1,-1,1,1,0
1152,2,2,1,0,21,0,0.3333333333,1,0.0,0,0,0,1,1,0,1
5382,1,3,0,0,10,0,0.0423728814,1,0.0,0,0,1,-1,-1,1,0
9741,2,3,0,0,18,0,0.3253012048,0,0.0,0,1,1,1,1,0,0
5424,3,1,0,0,17,0,0.4090909091,1,0.0,0,0,0,0,1,0,0
8807,1,3,0,0,15,0,0.1,1,0.05,0,0,0,1,1,1,0
5186,4,5,0,0,31,0,0.1923076923,1,0.0,0,1,1,-1,1,1,0
8409,1,3,1,0,16,0,0.015625,0,0.03125,0,0,0,1,1,1,0
6189,2,2,9,0,12,0,0.0338680927,0,0.0,0,0,1,-1,1,1,0
9702,2,0,0,0,30,0,0.3214285714,1,0.0357142857,0,0,0,1,0,0,0
8269,3,3,2,1,19,0,0.2409638554,1,0.0722891566,0,0,1,0,1,0,0
5314,2,5,7,0,14,0,0.2046332046,1,0.0,0,1,0,-1,0,1,0
9903,2,2,0,0,22,0,0.1224489796,1,0.5204081633,0,1,1,1,1,0,0
665,3,4,1,1,17,0,0.0,1,0.0,0,0,0,0,1,1,1
3353,2,4,1,0,12,0,0.0,1,0.0,0,0,0,1,1,1,1
8851,1,2,0,0,17,0,0.0882352941,1,0.0588235294,0,0,1,1,1,1,0
8061,3,1,4,0,27,0,0.126984127,1,0.0158730159,0,0,1,0,1,1,0
642,1,5,0,0,10,0,0.0072992701,1,0.9343065693,0,0,1,1,1,-1,1
9242,2,2,0,0,25,0,0.0219298246,1,0.0394736842,0,0,0,0,-1,1,0
176,2,4,1,0,10,0,0.9230769231,1,0.0,1,0,0,1,1,-1,1
6431,2,2,0,0,15,0,0.0602409639,1,0.0,0,0,0,-1,1,1,0
9910,2,3,1,0,18,0,0.0131578947,1,0.0,0,0,0,1,1,1,0
3438,4,6,1,0,19,2,0.0,1,0.0,1,0,0,-1,1,1,1
786,3,4,0,0,14,0,0.0,1,1.0,1,0,0,0,1,-1,1
6391,2,2,11,0,12,0,0.2131147541,1,0.0218579235,0,0,1,-1,0,1,0
9065,2,1,0,0,16,0,0.1274900398,0,0.0,0,0,0,0,1,1,0
9927,3,1,0,0,18,0,0.1666666667,0,0.0,0,0,1,1,1,1,0
3202,3,8,4,1,20,0,0.0,1,0.0,0,0,0,-1,1,1,1
4803,2,7,1,0,20,0,0.0,1,1.0,0,0,0,-1,1,-1,1
7835,2,2,0,0,13,0,0.1325301205,1,0.0,0,0,0,0,1,1,0
7940,3,2,2,0,22,0,0.0133333333,1,0.0133333333,0,0,0,0,1,1,0
91,2,4,1,0,14,0,0.7777777778,1,0.2222222222,0,0,1,1,1,-1,1
5762,2,4,0,0,25,0,0.6120689655,1,0.0,0,1,0,-1,1,0,0
9027,1,3,1,0,12,0,0.0093457944,1,0.0560747664,0,0,0,1,1,1,0
9504,2,6,0,0,23,0,0.0555555556,1,0.0208333333,0,0,0,0,1,1,0
8237,4,3,0,0,12,0,0.1111111111,1,0.1111111111,0,0,0,0,1,1,0
1971,1,3,0,0,11,0,0.0,1,0.0,0,0,0,0,1,1,1
2905,2,4,0,0,15,0,0.0,1,0.0,0,0,0,1,1,1,1
530,3,5,0,0,21,0,0.0,1,0.0,0,0,0,0,1,1,1
3635,3,2,5,1,17,0,0.0769230769,1,0.0769230769,0,0,0,0,1,1,1
996,3,3,0,0,21,0,0.0,1,0.0,0,0,0,1,1,1,1
5852,2,4,0,0,20,0,0.4090909091,1,0.0,0,1,1,-1,0,0,0
4226,2,5,1,0,18,0,1.0,1,0.0,1,0,1,-1,1,-1,1
5616,3,2,2,0,17,0,0.2946428571,1,0.0178571429,0,0,0,0,1,0,0
2312,2,2,1,0,14,0,0.0,1,1.0,0,0,0,1,1,-1,1
2154,2,2,0,0,17,0,0.0,1,0.0,0,0,0,1,1,1,1
5317,2,4,4,0,29,0,0.5512820513,1,0.0128205128,0,0,0,-1,0,0,0
1427,2,3,0,0,7,1,1.0,1,0.0,1,0,1,1,1,-1,1
8630,1,5,1,0,18,0,0.0042735043,0,0.0341880342,0,0,0,0,1,1,0
6032,2,2,1,0,15,0,0.0,1,0.0,0,1,0,-1,1,1,0
4415,3,3,0,0,18,1,1.0,1,0.0,1,0,0,0,1,-1,1
8818,4,2,0,0,16,0,0.0,1,0.0263157895,0,0,0,1,1,1,0
3085,2,2,0,0,22,0,0.0,1,1.0,0,0,0,0,1,-1,1
7798,1,2,17,0,24,0,0.1818181818,1,0.0,0,0,0,-1,1,1,0
9153,1,2,4,0,8,0,0.1322751323,0,0.0158730159,0,1,0,0,1,1,0
8209,3,4,10,0,21,0,0.4631578947,1,0.0210526316,0,1,0,-1,0,0,0
9573,2,4,0,0,23,0,0.2357723577,1,0.0162601626,0,0,0,0,1,1,0
9534,2,2,0,0,16,0,0.0636363636,1,0.0,0,0,0,1,0,1,0
495,2,4,1,0,13,0,1.0,1,0.0,1,0,1,0,1,-1,1
3749,3,3,0,0,19,0,0.0,1,0.0,0,0,0,1,1,1,1
2321,3,5,1,0,20,0,0.0,1,0.0,0,0,0,0,1,1,1
4267,1,2,0,0,16,0,0.2587412587,1,0.0,0,0,0,0,1,1,1
3405,2,3,0,0,17,0,0.0,1,0.0,0,0,1,1,1,1,1
151,3,1,1,0,23,0,1.0,1,0.0,1,0,0,1,1,-1,1
7369,2,1,0,0,17,0,0.0103626943,1,0.0,0,0,0,0,1,1,0
694,4,3,0,0,12,0,0.375,1,0.0,1,0,0,0,1,0,1
4417,3,3,0,0,22,0,0.0,1,0.0,0,0,0,0,1,1,1
5697,2,2,7,0,23,0,0.0658436214,1,0.0658436214,0,0,1,-1,1,1,0
1738,1,4,1,1,17,0,0.0,1,1.0,0,0,0,1,1,-1,1
3001,6,4,0,0,27,2,0.7857142857,1,0.0,0,0,0,0,1,-1,1
167,5,2,1,1,53,0,0.0,1,0.0,0,0,0,-1,1,1,1
6111,2,6,9,0,18,0,0.0299003322,1,0.0265780731,0,0,1,-1,-1,1,0
4622,3,4,0,0,19,0,0.0,1,0.0,0,0,0,1,1,1,1
2865,2,3,1,0,19,0,0.0,1,1.0,1,0,0,0,1,-1,1
8544,2,1,0,0,17,0,0.0055370986,1,0.0110741971,0,0,0,1,1,1,0
4702,3,5,0,0,20,0,0.0,1,0.0,0,0,0,-1,1,1,1
2883,3,6,0,0,16,1,0.0,1,0.0,0,0,0,0,1,1,1
3031,3,3,1,0,13,0,1.0,1,0.0,1,0,0,0,1,-1,1
8183,1,4,6,0,23,0,0.4367816092,1,0.0114942529,0,0,1,0,1,0,0
8980,1,5,3,0,15,0,0.0178571429,1,0.0892857143,0,0,0,1,1,1,0
8528,1,2,4,0,17,0,0.2407407407,1,0.0277777778,0,0,1,0,1,1,0
5681,1,5,8,0,18,0,0.5666666667,1,0.0242424242,0,0,1,-1,0,0,0
7209,2,3,8,0,23,0,0.0535714286,0,0.125,0,1,1,-1,1,1,0
5991,1,2,0,0,16,1,0.5454545455,1,0.0,0,0,0,-1,1,0,0
2276,2,5,1,0,16,0,1.0,1,0.0,1,0,1,1,1,-1,1
7132,1,5,8,0,18,0,0.7941176471,0,0.0588235294,0,1,0,-1,1,-1,0
5705,2,1,0,0,21,0,0.5,0,0.0,0,0,0,0,1,0,0
7998,1,2,5,0,12,0,0.3484848485,0,0.0,0,0,1,0,0,0,0
5292,2,4,5,0,27,0,0.1662995595,0,0.0033039648,0,0,0,-1,1,1,0
4304,4,6,1,0,21,0,0.0,1,0.0,0,0,0,-1,1,1,1
7445,2,2,4,0,15,0,0.1855670103,0,0.0618556701,0,1,0,0,1,1,0
428,4,3,0,0,12,0,0.375,1,0.0,1,0,0,1,1,0,1
7068,1,6,10,0,9,0,0.2109375,1,0.0703125,0,1,0,-1,1,1,0
6364,1,2,7,0,8,0,0.1782178218,0,0.0396039604,0,1,0,0,1,1,0
4215,3,3,0,0,20,0,0.0,1,1.0,0,0,0,1,1,-1,1
426,1,4,0,0,12,0,0.0,1,1.0,1,0,1,1,1,-1,1
2223,2,2,0,0,12,0,0.0,1,0.0,0,0,0,1,1,1,1
100,12,6,2,2,84,1,1.0,1,0.0,1,0,0,-1,0,-1,1
9244,2,2,3,0,20,0,0.0710382514,1,0.0327868852,0,0,1,0,-1,1,0
3307,3,7,2,2,36,1,0.0,1,1.0,0,0,0,-1,1,-1,1
2762,3,3,1,0,13,0,0.0,1,0.0,1,0,0,1,1,1,1
5857,2,2,1,1,15,0,0.0087463557,1,0.0,0,0,0,-1,1,1,0
4738,3,2,1,0,18,0,0.0,1,0.0,0,0,0,-1,1,1,1
7092,2,5,8,0,12,0,0.0330578512,1,0.0082644628,0,1,0,-1,1,1,0
9632,3,2,0,0,20,0,0.2549019608,0,0.0784313725,0,0,0,1,1,0,0
3286,4,3,1,0,18,1,1.0,1,0.0,1,0,0,0,1,-1,1
7712,1,0,0,0,8,0,0.0166666667,1,0.0,0,0,0,0,1,1,0
7868,3,2,8,0,23,0,0.3333333333,1,0.0148148148,0,1,0,-1,-1,0,0
6067,2,5,0,0,21,0,0.6153846154,0,0.0,0,1,0,0,1,0,0
9235,3,2,1,0,23,0,0.1242236025,1,0.0248447205,0,0,0,1,1,1,0
3577,2,2,0,0,20,0,0.0,1,0.0,0,0,0,1,1,1,1
1465,3,7,1,0,19,0,0.0,1,1.0,0,0,0,-1,1,-1,1
7675,1,5,8,0,10,0,0.1111111111,1,0.0111111111,0,0,1,-1,1,1,0
2234,2,3,0,0,19,0,0.0,1,0.0,0,0,0,0,1,1,1
1744,1,3,0,0,9,0,1.0,1,0.0,0,0,1,1,1,-1,1
9754,3,4,0,0,21,0,0.0253164557,0,0.0632911392,0,1,1,1,1,1,0
6094,3,1,8,0,21,0,0.0,1,0.0,0,0,0,-1,1,1,0
8781,1,3,1,0,15,0,0.1323529412,1,0.0661764706,0,1,0,1,1,1,0
9401,2,3,1,0,29,0,0.0375586854,1,0.0046948357,0,0,1,0,0,1,0
8371,2,3,0,0,16,0,0.2845528455,1,0.0,0,0,0,1,1,1,0
5027,1,0,0,0,13,0,0.0,1,0.0,0,0,0,1,-1,1,0
9234,3,1,1,0,21,0,0.0127840909,1,0.0071022727,0,0,1,1,0,1,0
3944,4,5,6,0,19,0,0.0,1,0.0,0,0,0,-1,1,1,1
6862,2,2,2,0,19,0,0.09375,1,0.0,0,1,0,-1,1,1,0
5350,3,3,5,1,20,0,0.3582089552,0,0.0298507463,0,0,0,-1,1,0,0
9422,3,2,0,0,20,0,0.0,1,0.0315789474,0,0,0,1,1,1,0
2121,2,4,0,0,12,0,0.0,1,0.0,0,0,0,1,1,1,1
4972,7,3,0,0,46,2,0.0,1,1.0,0,0,0,0,1,-1,1
8576,2,2,0,0,19,0,0.2888888889,1,0.0,0,0,0,0,0,1,0
3784,2,5,0,0,21,0,0.0,1,0.0,0,0,0,1,1,1,1
6872,2,1,1,0,9,0,0.696969697,1,0.0,1,0,1,-1,0,-1,0
916,4,6,0,0,31,0,0.0,1,0.0,0,0,0,0,1,1,1
9394,2,3,0,0,13,0,0.2592592593,1,0.049382716,0,0,0,1,1,1,0
7252,1,5,4,0,17,0,0.0983606557,1,0.0,0,0,1,-1,1,1,0
8012,1,3,7,0,11,0,0.3728813559,1,0.1016949153,0,0,0,0,1,0,0
5821,2,2,5,0,19,0,0.1679389313,1,0.0381679389,0,1,0,0,1,1,0
4403,4,3,0,0,28,0,0.0,1,0.0,0,0,0,0,1,1,1
4863,2,4,0,0,23,0,0.0,1,1.0,1,0,1,0,1,-1,1
