,NumDots,PathLevel,NumDash,NumDashInHostname,HostnameLength,NumSensitiveWords,PctExtHyperlinks,InsecureForms,PctNullSelfRedirectHyperlinks,FrequentDomainNameMismatch,SubmitInfoToEmail,IframeOrFrame,UrlLengthRT,AbnormalExtFormActionR,PctExtNullSelfRedirectHyperlinksRT
7548,2,6,3,0,13,0,0.0994475138,1,0.0055248619,0,1,1,0,1,1
8134,2,4,4,0,27,0,0.0759493671,1,0.0,0,0,1,-1,1,1
1606,4,7,1,0,23,0,0.0,1,0.0,1,0,0,-1,1,1
4773,2,6,0,0,12,0,0.0,1,0.0,1,0,0,0,1,1
8109,1,4,6,0,21,0,0.1052631579,1,0.0,0,0,1,0,0,1
6951,1,4,7,0,12,0,0.0183486239,1,0.0,0,0,1,-1,1,1
6004,2,5,0,0,10,0,0.0281690141,1,0.0,0,1,0,-1,0,1
7728,2,2,9,0,21,0,0.0947368421,1,0.0052631579,0,1,0,-1,-1,1
3541,2,5,0,0,15,0,0.0,1,0.0,0,0,0,1,1,1
388,7,6,0,0,19,0,0.8333333333,1,0.0,0,0,1,-1,1,-1
1794,1,2,0,0,15,0,0.9230769231,1,0.0,1,0,0,1,1,-1
8731,1,0,1,1,15,0,0.4838709677,0,0.0,0,0,0,1,1,0
4919,2,3,0,0,14,0,0.0,1,0.0,0,0,0,1,1,1
5537,3,3,6,0,24,0,0.0786516854,1,0.0056179775,0,0,1,-1,1,1
3872,1,3,0,0,11,0,0.0,1,0.0,0,0,0,1,1,1
8868,3,3,1,0,36,0,0.0091743119,1,0.0091743119,0,0,0,0,1,1
2254,2,3,0,0,22,0,0.0,1,1.0,1,0,0,0,1,-1
3412,4,5,0,0,12,0,1.0,0,0.0,1,0,0,0,0,-1
5459,2,3,0,0,21,0,0.1608391608,1,0.0,0,0,0,0,1,1
4955,2,2,0,0,23,0,0.0,1,0.0,0,0,0,1,1,1
7396,5,2,1,0,25,0,0.0909090909,1,0.0,0,0,0,-1,1,1
5414,3,2,0,0,17,0,0.0285714286,1,0.0,0,1,1,-1,1,1
7399,1,3,1,0,16,0,0.2,1,0.0,0,0,1,-1,1,1
7414,3,5,1,1,29,0,0.1509433962,1,0.0943396226,0,1,0,-1,1,1
9100,1,2,5,0,9,0,0.0757575758,1,0.0060606061,0,0,1,1,-1,1
4851,2,4,1,0,20,0,0.9230769231,1,0.0,1,0,0,0,1,-1
2025,2,6,0,0,18,0,0.0,1,0.0,1,0,0,0,1,1
2615,2,3,0,0,16,0,1.0,1,0.0,1,0,0,1,1,-1
7388,3,2,1,1,18,0,0.0444964871,1,0.0,0,0,0,0,1,1
2926,3,3,0,0,21,0,0.8333333333,1,0.0,0,0,1,1,1,-1
1121,5,2,0,0,36,0,1.0,1,0.0,1,0,0,0,-1,-1
2910,2,8,0,0,21,0,0.0,1,0.0,0,0,0,0,1,1
8146,3,1,1,0,15,0,0.0158730159,1,0.0,0,0,0,0,1,1
7383,1,2,8,0,20,0,0.157480315,0,0.0236220472,0,1,0,-1,1,1
3482,2,2,1,0,28,0,0.0,1,1.0,1,0,1,1,1,-1
795,2,2,0,0,25,0,0.9230769231,1,0.0,1,0,0,0,1,-1
1575,2,2,1,1,41,0,0.0,0,1.0,0,0,0,0,1,-1
6176,2,2,1,0,14,0,0.0754716981,1,0.0,0,0,1,-1,1,1
6266,1,4,3,0,8,0,0.1777777778,0,0.0,0,0,0,-1,1,1
2458,2,2,0,0,17,0,0.0227272727,1,0.9772727273,0,0,0,1,1,-1
3312,2,3,0,0,16,0,0.0,1,1.0,1,0,1,1,1,-1
1253,14,3,0,0,15,0,0.0,1,0.0,0,0,0,-1,1,1
6834,1,5,4,0,19,0,0.1505376344,1,0.0430107527,0,0,1,0,1,1
8794,1,5,0,0,8,0,0.0,0,0.0,0,0,0,1,1,1
3837,4,9,1,0,18,1,0.0,1,0.0,0,0,0,-1,1,1
4398,3,3,1,0,27,1,1.0,1,0.0,1,0,0,0,1,-1
3595,3,2,0,0,19,0,0.0,1,0.0,0,0,0,1,1,1
6621,1,5,9,0,15,0,0.1551020408,1,0.0,0,0,1,-1,0,1
8382,1,3,1,0,11,0,0.0492957746,1,0.0070422535,0,0,1,1,0,1
2124,3,1,0,0,38,0,0.9230769231,1,0.0,1,0,0,0,1,-1
3238,2,3,0,0,16,0,0.0,1,0.0,0,0,0,1,1,1
5403,1,4,0,0,14,0,0.0375,1,0.0,0,0,1,-1,1,1
5998,4,4,0,0,13,0,0.1583333333,0,0.0,0,0,0,-1,1,1
5938,2,2,5,0,18,0,0.2619047619,1,0.0,0,0,0,0,1,1
2045,7,2,1,1,61,2,0.0,1,1.0,0,0,1,0,1,-1
1578,2,3,2,0,20,1,0.9705882353,1,0.0,1,0,0,0,1,-1
14,2,2,1,1,43,0,0.0,1,1.0,0,0,0,0,1,-1
2673,2,4,1,1,19,1,0.75,1,0.125,0,0,0,0,1,-1
7016,2,1,0,0,20,0,0.2894736842,0,0.0,0,0,0,-1,1,1
8720,2,5,0,0,8,0,0.2891566265,1,0.0,0,0,0,0,1,1
8849,1,3,3,0,16,0,0.5333333333,1,0.0133333333,0,0,0,1,1,0
4812,3,1,0,0,20,0,1.0,1,0.0,1,0,1,1,0,-1
1084,2,4,1,0,13,0,1.0,1,0.0,1,0,1,0,1,-1
4983,11,2,1,1,65,3,0.0,1,0.0,0,0,0,-1,1,1
7155,1,6,12,0,13,0,0.24,1,0.06,0,0,1,-1,1,1
2884,4,2,0,0,18,1,0.0,1,1.0,0,0,0,1,1,-1
333,3,3,0,0,10,0,0.0,1,0.0,0,0,0,1,1,1
7204,1,5,9,0,22,0,0.0615384615,0,0.1025641026,0,0,1,-1,1,1
4367,2,4,0,0,11,0,0.0,1,0.0,0,0,0,1,1,1
3079,2,3,0,0,22,0,0.0,1,1.0,0,0,0,0,1,-1
7203,1,3,0,0,16,0,0.0909090909,1,0.0,0,0,0,-1,1,1
9909,3,2,1,0,18,0,0.0963855422,1,0.0240963855,0,0,1,1,1,1
8864,1,0,0,0,11,0,0.0275862069,0,0.0275862069,0,0,1,1,1,1
263,2,4,0,0,16,0,0.0,1,0.0,0,0,0,0,1,1
4337,3,5,1,0,16,0,0.1428571429,1,0.0,0,0,0,-1,1,1
8895,3,2,0,0,14,0,0.0,0,0.0,0,0,0,1,1,1
8447,1,4,3,0,14,0,0.4074074074,1,0.0,0,0,0,0,1,0
5903,2,5,7,0,18,0,0.0127659574,1,0.0382978723,0,0,0,-1,1,1
1498,2,3,0,0,14,0,0.5,1,0.5,0,0,1,0,1,-1
4190,6,4,1,1,24,0,1.0,1,0.0,1,0,0,-1,1,-1
7485,2,4,9,0,25,0,0.203125,0,0.0,0,0,1,-1,1,1
9643,2,0,0,0,18,0,0.0559006211,1,0.0527950311,0,0,0,1,1,1
8310,2,1,1,1,20,0,0.0243902439,1,0.0487804878,0,0,0,1,0,1
7590,2,2,1,0,24,0,0.0698924731,1,0.0,0,1,0,0,1,1
500,1,4,0,0,23,0,0.0,1,1.0,1,0,1,0,1,-1
9155,2,0,0,0,36,0,0.0,0,0.0,0,0,1,1,1,1
9414,2,5,1,0,20,0,0.0317460317,0,0.0,0,0,1,0,1,1
3095,2,3,0,0,22,0,0.0,1,1.0,0,0,0,1,1,-1
4631,2,4,1,0,21,1,0.0,1,1.0,0,0,0,0,1,-1
367,1,2,0,0,25,0,0.7777777778,1,0.2222222222,0,0,1,1,1,-1
4058,3,4,0,0,23,0,0.0,1,0.0,0,0,0,0,1,1
8174,2,2,6,1,19,0,0.2716049383,1,0.0,0,1,0,0,0,1
4630,4,2,0,0,18,0,0.0,1,0.0,0,0,0,1,1,1
6070,1,6,5,0,17,0,0.1437908497,1,0.0130718954,0,0,0,-1,1,1
2664,2,3,1,0,17,0,0.0,1,0.0,0,0,0,0,1,1
1026,4,3,0,0,12,0,0.375,1,0.0,1,0,0,-1,1,0
5908,3,2,0,0,20,0,0.0076335878,1,0.0,0,0,0,0,1,1
5050,1,0,0,0,6,0,0.0630048465,1,0.0,0,0,0,1,-1,1
6328,2,1,7,0,11,0,0.1136363636,1,0.0,0,1,0,-1,1,1
9733,2,3,1,0,14,0,0.4776119403,1,0.0149253731,0,1,1,1,0,0
1691,3,4,1,0,26,0,0.0,1,0.0,0,0,0,-1,1,1
673,4,3,1,1,16,0,0.75,1,0.0,0,0,0,1,1,-1
5572,3,1,0,0,26,0,0.0405405405,1,0.0,0,0,0,-1,1,1
5766,3,2,0,0,16,0,0.0945945946,1,0.0,0,0,1,-1,1,1
5156,1,5,3,0,11,0,0.064516129,1,0.0,0,0,1,0,1,1
733,5,4,0,0,18,0,0.8333333333,1,0.0,0,0,1,0,1,-1
3526,3,3,0,0,20,0,0.0,1,1.0,1,0,1,0,1,-1
568,13,6,2,2,84,1,1.0,1,0.0,1,0,0,-1,0,-1
9187,2,0,0,0,23,0,0.1649484536,1,0.0412371134,0,0,1,1,1,1
2922,3,2,0,0,20,0,1.0,1,0.0,1,0,1,1,1,-1
7911,3,2,8,0,16,0,0.1458333333,0,0.1180555556,0,1,1,-1,1,1
1558,3,1,0,0,23,0,0.0,0,0.0,1,0,0,1,1,1
101,4,5,2,0,18,0,0.0,1,0.0,0,0,0,-1,1,1
3007,2,2,0,0,14,0,0.1666666667,1,0.7222222222,1,0,0,1,-1,-1
7201,2,2,9,0,18,0,0.1717171717,1,0.0606060606,0,0,1,-1,1,1
303,3,8,1,1,16,0,1.0,1,0.0,0,0,1,0,1,-1
76,3,4,0,0,15,1,0.0,1,0.0,0,0,0,0,1,1
6754,3,4,5,0,27,0,0.1351351351,1,0.0162162162,0,0,1,-1,0,1
8629,1,2,0,0,14,0,0.1111111111,1,0.1111111111,0,0,1,1,-1,1
1208,1,4,0,0,14,0,0.0,1,1.0,0,0,0,0,1,-1
7742,3,1,0,0,14,0,0.0126582278,1,0.0,0,0,1,0,0,1
8214,1,2,6,0,15,0,0.1470588235,1,0.0294117647,0,0,0,0,1,1
8944,1,4,0,0,11,0,0.0276497696,1,0.0092165899,0,0,0,1,1,1
8413,4,1,0,0,18,0,0.0519125683,1,0.0,0,0,0,0,1,1
1775,2,3,0,0,18,0,0.0,1,1.0,1,0,1,1,1,-1
3473,3,2,1,0,15,2,0.0,1,0.0,0,0,0,-1,0,1
483,1,5,0,0,20,0,0.2023809524,1,0.0119047619,0,0,0,-1,1,1
2189,2,2,0,0,15,0,0.9230769231,1,0.0,1,0,0,1,1,-1
346,4,2,0,0,22,0,1.0,1,0.0,1,0,0,1,1,-1
5481,1,4,0,0,14,0,0.0275229358,1,0.0,0,0,1,-1,1,1
8361,2,2,1,0,19,0,0.1879699248,1,0.007518797,0,0,1,1,1,1
1472,3,2,0,0,10,0,0.0,1,0.0,1,0,0,1,1,1
5100,1,2,12,0,15,0,0.1811594203,1,0.0869565217,0,1,1,-1,1,1
6765,3,3,6,0,16,0,0.1826484018,1,0.0228310502,0,1,1,-1,0,1
8706,1,4,3,0,16,0,0.3536585366,1,0.0,0,0,1,1,1,0
4929,2,9,0,0,13,0,0.0,1,0.0,0,0,0,-1,1,1
6329,1,2,9,0,8,0,0.3488372093,0,0.0465116279,0,1,0,0,1,0
2609,3,3,0,0,17,1,0.9090909091,1,0.0909090909,0,0,1,0,1,-1
3,3,6,1,0,22,0,1.0,1,0.0,1,1,0,-1,1,-1
2213,2,3,1,0,28,0,0.9230769231,1,0.0,1,0,0,0,1,-1
4827,3,5,0,0,18,0,0.0,1,0.0,0,0,0,0,1,1
856,3,5,1,0,28,0,0.0,1,0.0,0,0,0,-1,1,1
6977,3,1,0,0,21,0,0.04,1,0.0,0,0,0,-1,1,1
5885,4,3,0,0,18,0,0.037037037,1,0.0,0,1,0,0,1,1
624,3,3,1,0,16,0,0.8,1,0.12,1,0,0,1,1,-1
290,3,3,0,0,23,0,0.0,1,0.0,0,0,0,-1,1,1
2018,4,2,0,0,25,0,0.5,1,0.5,0,0,1,1,1,-1
668,4,1,0,0,24,0,0.9230769231,1,0.0,1,0,0,1,1,-1
8921,1,4,3,0,12,0,0.0289855072,0,0.0144927536,0,1,0,0,0,1
8264,1,5,6,0,14,0,0.1621621622,1,0.027027027,0,0,1,0,0,1
9696,2,3,1,0,17,0,0.0166666667,1,0.0,0,0,0,1,1,1
1631,4,4,0,0,19,1,0.0,1,0.0,0,0,0,-1,1,1
5170,5,2,1,1,18,1,0.1428571429,1,0.0,0,0,0,-1,1,1
7205,3,3,0,0,15,0,0.1506849315,0,0.0,0,0,0,-1,0,1
2522,3,3,0,0,19,0,0.0,1,1.0,0,0,0,1,1,-1
2215,2,5,0,0,13,0,0.0666666667,1,0.8666666667,0,0,0,0,1,-1
6968,2,1,0,0,20,0,0.0204081633,1,0.0,0,0,0,-1,1,1
6496,1,2,2,0,13,1,0.0277777778,1,0.0,0,0,1,0,1,1
6213,1,5,3,0,21,0,0.2803030303,1,0.0,0,0,1,-1,1,1
7032,2,6,9,0,12,0,0.2568807339,1,0.0091743119,0,1,1,-1,1,1
7420,1,4,2,2,34,0,0.0119047619,0,0.0357142857,0,0,0,0,1,1
1107,2,4,0,0,15,0,1.0,1,0.0,1,0,0,1,1,-1
450,3,4,0,0,19,0,0.0,1,1.0,0,0,0,0,1,-1
6289,2,1,0,0,17,0,0.062992126,1,0.0,0,0,1,-1,1,1
9966,3,4,0,0,17,0,0.264957265,1,0.0,0,0,1,0,1,1
135,4,5,1,0,16,0,0.0,1,1.0,0,0,0,0,1,-1
1785,2,3,1,0,14,0,0.0,1,0.0,0,0,0,1,1,1
3404,2,3,1,0,26,1,0.0,1,0.0,0,0,0,0,1,1
2906,3,8,0,0,14,0,0.0,1,0.0,0,0,0,-1,1,1
8304,1,2,0,0,27,0,0.2817679558,1,0.0,0,0,1,1,0,1
7492,2,2,6,0,16,0,0.179245283,1,0.0094339623,0,1,0,-1,1,1
6100,5,2,1,0,15,0,0.0357142857,0,0.0,0,0,0,-1,1,1
4504,3,5,0,0,15,0,0.0,1,0.0,0,0,1,0,1,1
5053,3,0,0,0,16,0,0.1058020478,1,0.0034129693,0,0,1,1,-1,1
5205,1,5,3,0,13,0,0.0833333333,1,0.1666666667,0,0,1,-1,1,1
4080,3,2,0,0,19,0,0.0,1,0.0,0,0,0,1,1,1
6918,3,2,0,0,31,0,0.1358695652,0,0.0054347826,0,1,1,0,1,1
6802,1,9,0,0,8,0,0.2972972973,0,0.027027027,0,0,1,-1,1,0
5206,1,4,8,0,13,0,0.0555555556,1,0.0158730159,0,1,1,0,1,1
532,3,4,0,0,14,0,0.0,1,1.0,0,0,0,1,1,-1
4830,5,3,0,0,20,1,0.9230769231,1,0.0,1,0,0,0,1,-1
4038,3,2,0,0,29,0,1.0,1,0.0,1,0,1,1,1,-1
4084,3,2,0,0,23,0,0.0,1,0.0,0,0,0,1,1,1
3204,2,3,1,0,20,0,0.9743589744,1,0.0,1,0,0,0,0,-1
7110,2,1,10,0,14,0,0.0769230769,1,0.0683760684,0,0,1,-1,1,1
330,3,2,0,0,21,0,0.0,1,0.0,0,0,0,1,1,1
4957,7,3,0,0,46,2,0.0,1,1.0,0,0,0,0,1,-1
3033,3,6,2,0,21,0,1.0,1,0.0,0,0,0,-1,1,-1
7684,1,4,11,0,17,0,0.1515151515,1,0.0606060606,0,1,0,-1,1,1
1597,4,3,1,1,19,0,1.0,1,0.0,1,0,1,1,0,-1
9919,2,2,0,0,24,0,0.024024024,1,0.006006006,0,0,1,1,1,1
3597,5,5,1,0,18,1,0.0,1,1.0,0,0,0,-1,1,-1
9038,1,3,1,0,14,0,0.1168831169,1,0.025974026,0,0,0,1,-1,1
8001,2,3,3,1,13,0,0.0,0,0.0,0,0,0,0,1,1
590,2,4,0,0,21,0,0.0,1,0.0,0,0,0,1,1,1
647,2,2,0,0,16,1,0.0,1,0.0,0,0,0,-1,1,1
9102,2,2,1,0,8,0,0.0425531915,1,0.029787234,0,0,1,1,1,1
8015,1,5,5,0,18,0,0.1935483871,1,0.064516129,0,0,0,0,1,1
3771,3,4,5,4,57,0,0.0555555556,1,0.9444444444,0,0,1,-1,1,-1
9039,1,3,2,0,16,0,0.0,0,0.0,0,0,1,1,1,1
5082,2,0,0,0,15,0,0.0254237288,1,0.2245762712,0,0,1,1,0,1
7882,1,5,0,0,33,0,0.03125,1,0.003125,0,1,0,-1,1,1
9362,2,3,0,0,22,0,0.0228571429,0,0.0,0,1,0,1,1,1
4210,4,4,4,4,35,1,0.9230769231,1,0.0,1,0,0,-1,1,-1
8834,1,2,0,0,14,0,0.0416666667,1,0.0,0,0,1,1,-1,1
8699,1,5,0,0,16,0,0.16,1,0.04,0,0,1,1,0,1
1795,3,2,0,0,22,0,0.0,1,1.0,0,0,1,1,1,-1
2586,2,3,1,0,11,0,1.0,1,0.0,1,0,1,1,0,-1
8355,2,3,0,0,17,0,0.1025641026,1,0.0,0,0,0,1,0,1
2316,3,7,1,0,22,0,0.0,1,0.0,1,0,0,-1,0,1
4185,3,2,1,1,29,1,0.0,1,0.0,0,0,0,0,1,1
8827,1,2,0,0,9,0,0.027027027,0,0.027027027,0,0,0,1,1,1
7072,2,5,17,0,29,0,0.1666666667,1,0.0325203252,0,0,1,-1,-1,1
5234,2,4,1,0,28,0,0.0962566845,0,0.0053475936,0,0,1,0,1,1
8743,2,2,2,0,25,0,0.3571428571,1,0.0,0,0,0,1,1,0
8670,1,2,2,0,8,0,0.1875,1,0.0859375,0,1,0,1,1,1
4768,2,4,1,0,20,0,0.0,1,1.0,0,0,0,0,1,-1
9972,3,3,0,0,15,0,0.037593985,1,0.045112782,0,0,0,1,1,1
7144,2,2,4,0,14,0,0.1940298507,0,0.0149253731,0,0,1,0,1,1
2913,2,4,0,0,19,0,0.0,1,1.0,1,0,1,1,1,-1
9871,2,1,0,0,15,0,0.0483870968,1,0.0322580645,0,0,0,1,-1,1
9893,2,4,1,0,18,0,0.058988764,1,0.0533707865,0,0,1,0,1,1
2075,2,2,1,1,42,0,0.0,0,1.0,0,0,0,0,1,-1
4302,2,2,1,1,36,0,0.0,0,1.0,0,0,0,1,1,-1
5822,2,6,12,0,12,0,0.047826087,0,0.0130434783,0,0,1,-1,1,1
2149,3,3,0,0,16,0,0.0,1,1.0,0,0,0,1,1,-1
144,1,4,0,0,12,0,0.0,1,0.9230769231,0,0,0,0,1,-1
4963,7,3,0,0,46,2,0.0,1,1.0,0,0,0,0,1,-1
8159,2,2,8,0,20,0,0.0,0,0.0,0,0,0,-1,1,1
9030,1,2,1,0,20,0,0.4757281553,1,0.0291262136,0,0,1,1,0,0
4775,2,4,0,0,20,0,0.0,1,0.0,1,0,0,0,1,1
8933,1,3,0,0,20,0,0.0448717949,1,0.0064102564,0,0,0,1,1,1
7749,2,4,3,0,16,0,0.6486486486,0,0.0,0,1,0,0,1,0
9828,3,2,0,0,13,0,0.1271186441,1,0.0,0,0,0,1,0,1
9214,3,2,0,0,12,0,0.0882352941,1,0.0,0,1,0,0,1,1
6060,3,6,1,0,17,0,0.0754716981,1,0.0566037736,0,0,0,0,0,1
9475,4,1,3,1,22,0,0.0,0,0.0105263158,0,0,0,0,1,1
6409,2,3,6,0,11,0,0.0454545455,1,0.0,0,1,0,-1,1,1
3317,2,4,1,0,27,0,0.0,1,1.0,0,0,0,0,1,-1
7464,1,5,8,0,18,0,0.1595744681,1,0.0106382979,0,0,1,-1,0,1
3061,2,3,0,0,19,0,0.0,1,0.0,0,0,0,1,1,1
1355,3,3,0,0,12,0,0.75,1,0.25,0,0,0,1,0,-1
4514,2,2,0,0,21,0,0.0,1,1.0,0,0,0,1,1,-1
5505,1,5,11,0,15,0,0.1714285714,1,0.0142857143,0,1,0,-1,0,1
5250,3,1,1,0,15,0,0.0666666667,1,0.0,0,1,0,-1,1,1
4511,2,4,1,0,25,0,0.9230769231,1,0.0,1,0,0,0,1,-1
1730,3,7,1,0,22,0,0.0,1,0.9230769231,0,0,0,-1,1,-1
1758,7,2,0,0,12,0,0.0,1,0.0,0,0,0,-1,-1,1
6650,1,4,2,0,14,0,0.4811320755,1,0.0188679245,1,0,1,0,1,0
6646,2,2,0,0,11,0,0.0,1,0.0,0,1,0,-1,1,1
9860,3,2,0,0,17,0,0.0655737705,1,0.0,0,0,0,1,1,1
4139,1,3,0,0,11,0,0.0545454545,1,0.1454545455,0,0,0,1,1,1
9393,3,1,0,0,25,0,0.0,0,0.0526315789,0,0,0,1,1,1
5123,1,2,5,0,8,0,0.1803278689,0,0.0327868852,0,1,1,0,1,1
0,3,5,0,0,21,0,0.0,1,0.0,0,0,0,0,1,1
1864,2,2,1,0,14,0,0.0,1,0.0,0,0,0,-1,1,1
543,3,4,1,0,13,0,1.0,1,0.0,1,0,1,-1,1,-1
349,3,4,1,1,20,0,0.0,1,0.0,0,0,0,1,1,1
6906,1,3,9,0,13,0,0.1228070175,0,0.0701754386,0,0,1,0,0,1
9765,3,1,0,0,14,0,0.1470588235,1,0.0147058824,0,0,0,1,0,1
2523,2,3,0,0,15,0,0.0,1,1.0,0,0,0,1,1,-1
3464,2,3,0,0,18,0,0.0,1,0.0,0,0,1,1,1,1
457,3,2,1,0,19,0,0.0,1,1.0,1,0,1,1,1,-1
3023,2,3,0,0,18,0,0.0,1,0.0,1,0,0,0,1,1
7261,2,6,12,0,15,0,0.1153846154,1,0.0,0,1,0,-1,1,1
9515,3,2,0,0,20,0,0.0,1,0.0740740741,1,0,0,1,-1,1
7872,1,5,3,0,16,0,0.4090909091,0,0.0,0,0,1,-1,0,0
6625,2,1,0,0,7,0,0.1585903084,1,0.0044052863,0,1,1,1,1,1
2534,1,2,0,0,16,0,0.9230769231,0,0.0,1,0,0,1,1,-1
131,6,3,3,0,14,1,0.0,1,0.0,0,0,1,-1,0,1
3704,5,4,0,0,19,2,0.0,1,0.0,0,0,0,-1,1,1
1372,3,2,0,0,17,0,0.0,1,0.0,1,0,0,1,1,1
6200,4,3,7,0,16,0,0.1476683938,0,0.0,0,1,1,-1,1,1
4856,2,2,0,0,19,1,0.75,1,0.125,0,0,0,1,1,-1
4712,2,2,0,0,18,0,1.0,0,0.0,1,0,0,1,1,-1
5544,2,2,2,1,18,0,0.1315789474,0,0.0,0,1,0,-1,1,1
1413,4,3,0,0,12,1,0.375,1,0.0,1,0,0,-1,1,0
4113,2,2,0,0,12,0,1.0,0,0.0,0,0,0,-1,1,-1
655,5,2,1,0,14,1,1.0,1,0.0,1,0,1,0,1,-1
8137,2,4,0,0,15,0,0.1354166667,0,0.03125,0,0,1,0,1,1
4098,8,9,3,0,19,0,0.0,1,0.0,0,0,0,-1,1,1
592,5,1,0,0,30,0,0.75,1,0.0,0,0,0,1,1,-1
8708,2,2,0,0,15,0,0.0263157895,0,0.0,0,0,0,1,1,1
3123,2,3,1,1,21,0,0.0555555556,1,0.9444444444,0,0,1,0,1,-1
3047,2,3,0,0,21,0,1.0,1,0.0,1,0,0,1,1,-1
3887,2,4,1,0,18,0,1.0,1,0.0,1,0,1,1,1,-1
5735,1,4,13,0,18,0,0.4202898551,1,0.0434782609,0,0,1,-1,1,0
2184,3,2,0,0,16,0,1.0,1,0.0,1,0,0,1,1,-1
2145,2,3,0,0,13,0,0.1351351351,1,0.0,0,0,0,1,1,1
7047,1,5,10,0,16,0,0.2681992337,0,0.0114942529,0,0,1,-1,1,1
3105,2,3,0,0,22,0,0.0,1,1.0,0,0,0,0,1,-1
9233,3,2,0,0,22,0,0.0,0,0.0,0,0,1,1,1,1
9096,2,1,0,0,22,0,0.4705882353,1,0.0,0,0,1,1,0,0
2769,2,4,0,0,27,0,0.0,1,1.0,0,0,0,0,1,-1
5221,3,1,3,3,32,0,0.0330578512,1,0.0,0,0,0,0,1,1
5833,2,2,7,0,24,0,0.04,1,0.016,0,0,0,-1,1,1
1732,1,3,1,1,13,0,0.0,1,0.0,0,0,0,0,1,1
265,2,2,0,0,17,0,1.0,1,0.0,1,0,0,1,1,-1
5144,2,1,0,0,11,0,0.1212121212,1,0.0454545455,0,0,1,1,1,1
8267,1,5,3,0,13,1,0.0555555556,1,0.0092592593,0,1,0,0,0,1
3937,2,6,0,0,9,1,0.0666666667,1,0.8666666667,0,0,0,1,1,-1
761,3,5,1,0,28,0,0.0,1,0.0,0,0,0,-1,1,1
7220,4,1,0,0,20,1,0.0,1,0.0,0,0,1,0,1,1
8439,1,2,0,0,15,0,0.0948275862,1,0.0,0,0,1,1,1,1
3257,3,3,0,0,16,0,0.0,1,0.0,0,0,1,-1,1,1
4338,3,3,0,0,17,0,0.0,1,0.5,0,0,0,1,1,0
4362,2,2,0,0,10,0,0.5,1,0.0,1,0,0,0,1,0
316,1,2,1,0,23,0,0.0,1,0.0,0,0,0,1,1,1
8069,3,3,4,0,14,0,0.027173913,1,0.0,0,0,1,0,1,1
1851,3,3,0,0,25,0,1.0,1,0.0,0,0,1,0,1,-1
2484,2,7,1,1,26,1,0.0,1,0.0,0,0,0,-1,1,1
9873,2,5,0,0,10,0,0.0053191489,1,0.0,0,0,0,1,1,1
9574,3,3,1,0,16,0,0.1304347826,0,0.0434782609,0,0,0,1,1,1
1078,2,3,0,0,19,0,0.0,1,0.0,0,0,0,-1,1,1
8358,3,1,0,0,25,0,0.4626865672,0,0.0,0,0,1,0,1,0
7333,2,2,5,0,8,0,0.2631578947,0,0.0315789474,0,1,1,0,0,1
1071,3,2,0,0,17,0,0.0,1,0.0,0,0,0,1,1,1
103,2,2,0,0,10,1,0.75,1,0.125,0,0,0,1,1,-1
5748,2,2,8,0,19,0,0.1592920354,1,0.0,0,0,1,-1,1,1
1418,4,5,1,0,28,0,0.0,1,0.0,0,0,0,0,1,1
1658,3,4,1,0,26,0,0.0,1,0.0,0,0,0,-1,1,1
5284,2,3,8,0,18,0,0.0,0,0.0,1,0,0,-1,1,1
1149,4,6,1,0,29,1,0.375,1,0.0,0,0,0,-1,1,0
7150,1,3,6,0,17,0,0.2714285714,0,0.0,0,0,0,0,1,1
1568,2,4,0,0,12,0,0.0,1,0.0,0,0,0,1,1,1
1087,3,2,0,0,14,0,0.9230769231,1,0.0,1,0,0,1,1,-1
6085,2,4,6,0,20,0,0.1960784314,1,0.0196078431,0,0,1,-1,1,1
8674,1,3,1,0,8,0,0.1376811594,1,0.0652173913,0,1,0,1,1,1
8341,2,2,0,0,21,0,0.0634920635,1,0.0,0,0,0,1,1,1
7811,2,1,8,0,15,0,0.1794871795,0,0.0,0,0,0,-1,1,1
6084,3,1,6,0,24,0,0.0308641975,1,0.0,0,0,1,-1,1,1
8773,2,1,0,0,22,0,0.0526315789,0,0.0526315789,0,0,0,1,1,1
8757,1,0,0,0,21,0,0.2346938776,0,0.0,0,1,0,1,1,1
1692,2,5,0,0,12,0,0.0,1,0.0,0,0,0,0,1,1
4734,3,3,0,0,12,0,1.0,1,0.0,0,0,0,1,1,-1
3387,5,3,1,0,32,0,0.0,1,0.0,0,0,0,-1,1,1
3646,2,3,0,0,15,0,0.0,1,0.0,0,0,0,1,1,1
1683,2,1,0,0,16,0,0.0,1,1.0,1,0,0,1,1,-1
8,8,2,1,1,65,0,0.0,1,0.975,0,0,0,-1,1,-1
6062,1,3,9,0,13,0,0.0303030303,0,0.103030303,0,0,1,-1,1,1
6516,1,2,11,0,24,0,0.1678321678,1,0.0839160839,0,1,0,-1,1,1
4123,1,7,3,0,19,0,0.0,1,0.0,0,0,0,-1,1,1
8729,1,5,0,0,15,0,0.3333333333,1,0.0505050505,0,0,1,1,-1,0
6045,1,5,8,0,12,0,0.0,0,0.0,0,0,0,-1,1,1
567,2,5,0,0,21,0,0.0,1,0.0,0,0,0,-1,1,1
9161,3,2,0,0,18,0,0.1,1,0.0,0,1,0,0,1,1
1803,1,3,0,0,16,0,0.0,1,0.0,0,0,0,0,1,1
